question,subject,choices,answer
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, massaging,, impracticably]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, massaging,, impracticably]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, massaging,, impracticably]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, massaging,, impracticably]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, impracticably,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, impracticably,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, impracticably,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, tricarbimide,, impracticably,, massaging]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, massaging,, tricarbimide]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, massaging,, tricarbimide]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, massaging,, tricarbimide]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, massaging,, tricarbimide]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, tricarbimide,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, tricarbimide,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, tricarbimide,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[amphipodal,, impracticably,, tricarbimide,, massaging]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, amphipodal,, impracticably]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, amphipodal,, impracticably]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, amphipodal,, impracticably]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, amphipodal,, impracticably]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, impracticably,, amphipodal]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, impracticably,, amphipodal]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, impracticably,, amphipodal]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, massaging,, impracticably,, amphipodal]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, massaging,, impracticably]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, massaging,, impracticably]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, massaging,, impracticably]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, massaging,, impracticably]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, impracticably,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, impracticably,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, impracticably,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, amphipodal,, impracticably,, massaging]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, massaging,, amphipodal]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, massaging,, amphipodal]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, massaging,, amphipodal]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, massaging,, amphipodal]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, amphipodal,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, amphipodal,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, amphipodal,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[tricarbimide,, impracticably,, amphipodal,, massaging]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, amphipodal,, tricarbimide]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, amphipodal,, tricarbimide]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, amphipodal,, tricarbimide]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, amphipodal,, tricarbimide]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, tricarbimide,, amphipodal]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, tricarbimide,, amphipodal]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, tricarbimide,, amphipodal]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, massaging,, tricarbimide,, amphipodal]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, massaging,, tricarbimide]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, massaging,, tricarbimide]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, massaging,, tricarbimide]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, massaging,, tricarbimide]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, tricarbimide,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, tricarbimide,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, tricarbimide,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, amphipodal,, tricarbimide,, massaging]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, massaging,, amphipodal]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, massaging,, amphipodal]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, massaging,, amphipodal]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, massaging,, amphipodal]",3
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, amphipodal,, massaging]",0
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, amphipodal,, massaging]",1
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, amphipodal,, massaging]",2
The cyclic subgroup of Z_24 generated by 18 has order,abstract_algebra,"[impracticably,, tricarbimide,, amphipodal,, massaging]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, hexachlorocyclohexane,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, hexachlorocyclohexane,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, hexachlorocyclohexane,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, hexachlorocyclohexane,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, subunequal,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, subunequal,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, subunequal,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, sorbate,, subunequal,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, sorbate,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, sorbate,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, sorbate,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, sorbate,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, subunequal,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, subunequal,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, subunequal,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, hexachlorocyclohexane,, subunequal,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, sorbate,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, sorbate,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, sorbate,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, sorbate,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, hexachlorocyclohexane,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, hexachlorocyclohexane,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, hexachlorocyclohexane,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hypertrophied,, subunequal,, hexachlorocyclohexane,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, hexachlorocyclohexane,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, hexachlorocyclohexane,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, hexachlorocyclohexane,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, hexachlorocyclohexane,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, subunequal,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, subunequal,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, subunequal,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hypertrophied,, subunequal,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, hypertrophied,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, hypertrophied,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, hypertrophied,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, hypertrophied,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, subunequal,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, subunequal,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, subunequal,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, hexachlorocyclohexane,, subunequal,, hypertrophied]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hypertrophied,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hypertrophied,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hypertrophied,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hypertrophied,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hexachlorocyclohexane,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hexachlorocyclohexane,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hexachlorocyclohexane,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[sorbate,, subunequal,, hexachlorocyclohexane,, hypertrophied]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, sorbate,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, sorbate,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, sorbate,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, sorbate,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, subunequal,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, subunequal,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, subunequal,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, hypertrophied,, subunequal,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, hypertrophied,, subunequal]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, hypertrophied,, subunequal]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, hypertrophied,, subunequal]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, hypertrophied,, subunequal]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, subunequal,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, subunequal,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, subunequal,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, sorbate,, subunequal,, hypertrophied]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, hypertrophied,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, hypertrophied,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, hypertrophied,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, hypertrophied,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, sorbate,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, sorbate,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, sorbate,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[hexachlorocyclohexane,, subunequal,, sorbate,, hypertrophied]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, sorbate,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, sorbate,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, sorbate,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, sorbate,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, hexachlorocyclohexane,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, hexachlorocyclohexane,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, hexachlorocyclohexane,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hypertrophied,, hexachlorocyclohexane,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hypertrophied,, hexachlorocyclohexane]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hypertrophied,, hexachlorocyclohexane]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hypertrophied,, hexachlorocyclohexane]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hypertrophied,, hexachlorocyclohexane]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hexachlorocyclohexane,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hexachlorocyclohexane,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hexachlorocyclohexane,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, sorbate,, hexachlorocyclohexane,, hypertrophied]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, hypertrophied,, sorbate]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, hypertrophied,, sorbate]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, hypertrophied,, sorbate]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, hypertrophied,, sorbate]",3
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, sorbate,, hypertrophied]",0
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, sorbate,, hypertrophied]",1
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, sorbate,, hypertrophied]",2
Find the order of the factor group Z_6/<3>.,abstract_algebra,"[subunequal,, hexachlorocyclohexane,, sorbate,, hypertrophied]",3
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, alunogen,, surges]",0
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, alunogen,, surges]",1
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, alunogen,, surges]",2
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, alunogen,, surges]",3
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, surges,, alunogen]",0
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, surges,, alunogen]",1
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, surges,, alunogen]",2
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, unoxidative,, surges,, alunogen]",3
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, unoxidative,, surges]",0
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, unoxidative,, surges]",1
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, unoxidative,, surges]",2
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, unoxidative,, surges]",3
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, surges,, unoxidative]",0
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, surges,, unoxidative]",1
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, surges,, unoxidative]",2
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, alunogen,, surges,, unoxidative]",3
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, surges,, unoxidative,, alunogen]",0
Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,abstract_algebra,"[liferenter,, surges,, unoxidative,, alunogen]",1
