question,subject,choices,answer
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[decempedal,, ramilie,, pulingly,, japanned]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[decempedal,, pulingly,, japanned,, ramilie]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[decempedal,, pulingly,, ramilie,, japanned]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, japanned,, ramilie,, decempedal]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, japanned,, decempedal,, ramilie]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, ramilie,, japanned,, decempedal]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, ramilie,, decempedal,, japanned]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, decempedal,, japanned,, ramilie]",1
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",abstract_algebra,"[pulingly,, decempedal,, ramilie,, japanned]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, alectrionidae,, misenrolls,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, alectrionidae,, extimulate,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, misenrolls,, alectrionidae,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, misenrolls,, extimulate,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, extimulate,, alectrionidae,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[quinzaine,, extimulate,, misenrolls,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, quinzaine,, misenrolls,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, quinzaine,, extimulate,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, misenrolls,, quinzaine,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, misenrolls,, extimulate,, quinzaine]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, extimulate,, quinzaine,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[alectrionidae,, extimulate,, misenrolls,, quinzaine]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, quinzaine,, alectrionidae,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, quinzaine,, extimulate,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, alectrionidae,, quinzaine,, extimulate]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, alectrionidae,, extimulate,, quinzaine]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, extimulate,, quinzaine,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[misenrolls,, extimulate,, alectrionidae,, quinzaine]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, quinzaine,, alectrionidae,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, quinzaine,, misenrolls,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, alectrionidae,, quinzaine,, misenrolls]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, alectrionidae,, misenrolls,, quinzaine]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, misenrolls,, quinzaine,, alectrionidae]",1
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[extimulate,, misenrolls,, alectrionidae,, quinzaine]",1
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, melonites,, tiredest,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, melonites,, antinome,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, tiredest,, melonites,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, tiredest,, antinome,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, antinome,, melonites,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[resembled,, antinome,, tiredest,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, resembled,, tiredest,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, resembled,, antinome,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, tiredest,, resembled,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, tiredest,, antinome,, resembled]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, antinome,, resembled,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[melonites,, antinome,, tiredest,, resembled]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, resembled,, melonites,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, resembled,, antinome,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, melonites,, resembled,, antinome]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, melonites,, antinome,, resembled]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, antinome,, resembled,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[tiredest,, antinome,, melonites,, resembled]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, resembled,, melonites,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, resembled,, tiredest,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, melonites,, resembled,, tiredest]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, melonites,, tiredest,, resembled]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, tiredest,, resembled,, melonites]",0
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,"[antinome,, tiredest,, melonites,, resembled]",0
Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,abstract_algebra,"[untaxied,, chopper,, quince,, yelks]",0
Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,abstract_algebra,"[untaxied,, chopper,, yelks,, quince]",0
