,question,Subject,choices,answer_original_temperature:0
22,"求 Q 上给定域扩张 Q(sqrt(2), sqrt(3), sqrt(18)) 的次数。",abstract_algebra,"[储,, 欺,, 斋,, 誓]",1
23,"求 Q 上给定域扩张 Q(sqrt(2), sqrt(3), sqrt(18)) 的次数。",abstract_algebra,"[储,, 欺,, 誓,, 斋]",1
24,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 虽,, 甄,, 告]",0
25,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 虽,, 告,, 甄]",0
26,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 甄,, 虽,, 告]",0
27,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 甄,, 告,, 虽]",0
28,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 告,, 虽,, 甄]",0
29,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[专,, 告,, 甄,, 虽]",0
30,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 专,, 甄,, 告]",1
31,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 专,, 告,, 甄]",1
32,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 甄,, 专,, 告]",0
33,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 甄,, 告,, 专]",0
34,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 告,, 专,, 甄]",1
35,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[虽,, 告,, 甄,, 专]",0
36,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 专,, 虽,, 告]",1
37,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 专,, 告,, 虽]",0
38,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 虽,, 专,, 告]",1
39,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 虽,, 告,, 专]",1
40,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 告,, 专,, 虽]",1
41,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[甄,, 告,, 虽,, 专]",1
42,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 专,, 虽,, 甄]",1
43,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 专,, 甄,, 虽]",1
44,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 虽,, 专,, 甄]",1
45,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 虽,, 甄,, 专]",1
46,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 甄,, 专,, 虽]",1
47,"设 S_5 中 p = (1, 2, 5, 4)(2, 3)。求 S_5 中 <p> 的幂。",abstract_algebra,"[告,, 甄,, 虽,, 专]",0
48,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 姓,, 伺,, 喇]",0
49,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 姓,, 喇,, 伺]",0
50,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 伺,, 姓,, 喇]",0
51,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 伺,, 喇,, 姓]",0
52,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 喇,, 姓,, 伺]",0
53,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[辛,, 喇,, 伺,, 姓]",0
54,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 辛,, 伺,, 喇]",1
55,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 辛,, 喇,, 伺]",1
56,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 伺,, 辛,, 喇]",1
57,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 伺,, 喇,, 辛]",1
58,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 喇,, 辛,, 伺]",1
59,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[姓,, 喇,, 伺,, 辛]",1
60,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 辛,, 姓,, 喇]",0
61,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 辛,, 喇,, 姓]",0
62,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 姓,, 辛,, 喇]",0
63,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 姓,, 喇,, 辛]",0
64,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 喇,, 辛,, 姓]",0
65,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[伺,, 喇,, 姓,, 辛]",1
66,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 辛,, 姓,, 伺]",1
67,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 辛,, 伺,, 姓]",0
68,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 姓,, 辛,, 伺]",0
69,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 姓,, 伺,, 辛]",1
70,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 伺,, 辛,, 姓]",0
71,求系数在该域中的给定多项式的所示有限域的所有零。Z_5 中：x^5 + 3x^3 + x^2 + 2x,abstract_algebra,"[喇,, 伺,, 姓,, 辛]",1
72,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 臻,, 喀,, 封]",0
73,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 臻,, 封,, 喀]",0
74,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 喀,, 臻,, 封]",1
75,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 喀,, 封,, 臻]",1
76,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 封,, 臻,, 喀]",1
77,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[止,, 封,, 喀,, 臻]",1
78,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 止,, 喀,, 封]",1
79,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 止,, 封,, 喀]",1
80,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 喀,, 止,, 封]",1
81,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 喀,, 封,, 止]",1
82,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 封,, 止,, 喀]",1
83,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[臻,, 封,, 喀,, 止]",1
84,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 止,, 臻,, 封]",1
85,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 止,, 封,, 臻]",1
86,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 臻,, 止,, 封]",0
87,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 臻,, 封,, 止]",1
88,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 封,, 止,, 臻]",1
89,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[喀,, 封,, 臻,, 止]",1
90,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 止,, 臻,, 喀]",1
91,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 止,, 喀,, 臻]",1
92,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 臻,, 止,, 喀]",1
93,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 臻,, 喀,, 止]",1
94,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 喀,, 止,, 臻]",1
95,陈述 1 | 非阿贝尔群的因子群是非阿贝尔的。陈述 2 | 若 K 是 H 的正规子群，H 是 G 的正规子群，则 K 是 G 的正规子群。,abstract_algebra,"[封,, 喀,, 臻,, 止]",1
96,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 勘,, 鸿,, 县]",0
97,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 勘,, 县,, 鸿]",0
98,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 鸿,, 勘,, 县]",0
99,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 鸿,, 县,, 勘]",0
100,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 县,, 勘,, 鸿]",0
101,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[积,, 县,, 鸿,, 勘]",0
102,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 积,, 鸿,, 县]",1
103,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 积,, 县,, 鸿]",1
104,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 鸿,, 积,, 县]",2
105,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 鸿,, 县,, 积]",3
106,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 县,, 积,, 鸿]",2
107,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[勘,, 县,, 鸿,, 积]",3
108,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 积,, 勘,, 县]",1
109,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 积,, 县,, 勘]",1
110,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 勘,, 积,, 县]",2
111,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 勘,, 县,, 积]",3
112,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 县,, 积,, 勘]",2
113,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[鸿,, 县,, 勘,, 积]",3
114,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 积,, 勘,, 鸿]",1
115,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 积,, 鸿,, 勘]",1
116,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 勘,, 积,, 鸿]",2
117,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 勘,, 鸿,, 积]",3
118,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 鸿,, 积,, 勘]",2
119,求给定多项式环中给定多项式的乘积。Z_8[x] 中：f(x) = 4x - 5，g(x) = 2x^2 - 4x + 2。,abstract_algebra,"[县,, 鸿,, 勘,, 积]",3
120,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 葱,, 凭,, 戏]",1
121,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 葱,, 戏,, 凭]",0
122,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 凭,, 葱,, 戏]",1
123,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 凭,, 戏,, 葱]",1
124,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 戏,, 葱,, 凭]",0
125,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[叔,, 戏,, 凭,, 葱]",0
126,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 叔,, 凭,, 戏]",1
127,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 叔,, 戏,, 凭]",1
128,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 凭,, 叔,, 戏]",1
129,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 凭,, 戏,, 叔]",1
130,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 戏,, 叔,, 凭]",1
131,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[葱,, 戏,, 凭,, 叔]",1
132,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 叔,, 葱,, 戏]",0
133,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 叔,, 戏,, 葱]",0
134,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 葱,, 叔,, 戏]",0
135,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 葱,, 戏,, 叔]",0
136,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 戏,, 叔,, 葱]",0
137,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[凭,, 戏,, 葱,, 叔]",0
138,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 叔,, 葱,, 凭]",1
139,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 叔,, 凭,, 葱]",1
140,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 葱,, 叔,, 凭]",0
141,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 葱,, 凭,, 叔]",1
142,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 凭,, 叔,, 葱]",1
143,陈述 1 | 若一个群有一个阶数为 15 的元素，则它至少有 8 个阶数为 15 的元素。陈述 2 | 若一个群有超过 8 个阶数为 15 的元素，它必须有至少 16 个阶数为 15 的元素。,abstract_algebra,"[戏,, 凭,, 葱,, 叔]",1
144,陈述 1 | 群 G 的每一个同态像都与 G 的一个因子群同构。陈述 2 | 群 G 的同态像与 G 的因子群相同（直到同构）。,abstract_algebra,"[桨,, 粉,, 针,, 被]",1
145,陈述 1 | 群 G 的每一个同态像都与 G 的一个因子群同构。陈述 2 | 群 G 的同态像与 G 的因子群相同（直到同构）。,abstract_algebra,"[桨,, 粉,, 被,, 针]",2
